opp_dir_from	12	-150	-140
opp_dir_from	13	-140	-130
opp_dir_from	14	-130	-120
opp_dir_from	15	-120	-110
opp_dir_from	16	-110	-100
opp_dir_from	17	-100	-90
opp_dir_from	18	-90	-85
opp_dir_from	19	-85	-80
opp_dir_from	20	-80	-75
opp_dir_from	21	-75	-70
opp_dir_from	22	-70	-65
opp_dir_from	23	-65	-60
opp_dir_from	24	-60	-55
opp_dir_from	25	-55	-50
opp_dir_from	26	-50	-45
opp_dir_from	27	-45	-40
opp_dir_from	28	-40	-35
opp_dir_from	29	-35	-30
opp_dir_from	30	-30	-25
opp_dir_from	31	-25	-20
opp_dir_from	32	-20	-15
opp_dir_from	33	-15	-14
opp_dir_from	34	-14	-13
opp_dir_from	35	-13	-12
opp_dir_from	36	-12	-11
opp_dir_from	37	-11	-10
opp_dir_from	38	-10	-9
opp_dir_from	39	-9	-8
opp_dir_from	40	-8	-7
opp_dir_from	41	-7	-6
opp_dir_from	42	-6	-5
opp_dir_from	43	-5	-4
opp_dir_from	44	-4	-3
opp_dir_from	45	-3	-2
opp_dir_from	46	-2	-1
opp_dir_from	47	-1	0
opp_dir_from	48	0	1
opp_dir_from	49	1	2
opp_dir_from	50	2	3
opp_dir_from	51	3	4
opp_dir_from	52	4	5
opp_dir_from	53	5	6
opp_dir_from	54	6	7
opp_dir_from	55	7	8
opp_dir_from	56	8	9
opp_dir_from	57	9	10
opp_dir_from	58	10	11
opp_dir_from	59	11	12
opp_dir_from	60	12	13
opp_dir_from	61	13	14
opp_dir_from	62	14	15
opp_dir_from	63	15	20
opp_dir_from	64	20	25
opp_dir_from	65	25	30
opp_dir_from	66	30	35
opp_dir_from	67	35	40
opp_dir_from	68	40	45
opp_dir_from	69	45	50
opp_dir_from	70	50	55
opp_dir_from	71	55	60
opp_dir_from	72	60	65
opp_dir_from	73	65	70
opp_dir_from	74	70	75
opp_dir_from	75	75	80
opp_dir_from	76	80	85
opp_dir_from	77	85	90
opp_dir_from	78	90	100
opp_dir_from	79	100	110
opp_dir_from	80	110	120
opp_dir_from	81	120	130
opp_dir_from	82	130	140
opp_dir_from	83	140	150
opp_dir_from	84	150	160
opp_dir_from	85	160	170
opp_dir_from	86	170	171
opp_dir_from	87	171	172
opp_dir_from	88	172	173
opp_dir_from	89	173	174
opp_dir_from	90	174	175
opp_dir_from	91	175	176
opp_dir_from	92	176	177
opp_dir_from	93	177	178
opp_dir_from	94	178	179
opp_dir_from	95	179	INF
opp_dir_to	0	-INF	-179
opp_dir_to	1	-179	-178
opp_dir_to	2	-178	-177
opp_dir_to	3	-177	-176
opp_dir_to	4	-176	-175
opp_dir_to	5	-175	-174
opp_dir_to	6	-174	-173
opp_dir_to	7	-173	-172
opp_dir_to	8	-172	-171
opp_dir_to	9	-171	-170
opp_dir_to	10	-170	-160
opp_dir_to	11	-160	-150
opp_dir_to	12	-150	-140
opp_dir_to	13	-140	-130
opp_dir_to	14	-130	-120
opp_dir_to	15	-120	-110
opp_dir_to	16	-110	-100
opp_dir_to	17	-100	-90
opp_dir_to	18	-90	-85
opp_dir_to	19	-85	-80
opp_dir_to	20	-80	-75
opp_dir_to	21	-75	-70
opp_dir_to	22	-70	-65
opp_dir_to	23	-65	-60
opp_dir_to	24	-60	-55
opp_dir_to	25	-55	-50
opp_dir_to	26	-50	-45
opp_dir_to	27	-45	-40
opp_dir_to	28	-40	-35
opp_dir_to	29	-35	-30
opp_dir_to	30	-30	-25
opp_dir_to	31	-25	-20
opp_dir_to	32	-20	-15
opp_dir_to	33	-15	-14
opp_dir_to	34	-14	-13
opp_dir_to	35	-13	-12
opp_dir_to	36	-12	-11
opp_dir_to	37	-11	-10
opp_dir_to	38	-10	-9
opp_dir_to	39	-9	-8
opp_dir_to	40	-8	-7
opp_dir_to	41	-7	-6
opp_dir_to	42	-6	-5
opp_dir_to	43	-5	-4
opp_dir_to	44	-4	-3
opp_dir_to	45	-3	-2
opp_dir_to	46	-2	-1
opp_dir_to	47	-1	0
opp_dir_to	48	0	1
opp_dir_to	49	1	2
opp_dir_to	50	2	3
opp_dir_to	51	3	4
opp_dir_to	52	4	5
opp_dir_to	53	5	6
opp_dir_to	54	6	7
opp_dir_to	55	7	8
opp_dir_to	56	8	9
opp_dir_to	57	9	10
opp_dir_to	58	10	11
opp_dir_to	59	11	12
opp_dir_to	60	12	13
opp_dir_to	61	13	14
opp_dir_to	62	14	15
opp_dir_to	63	15	20
opp_dir_to	64	20	25
opp_dir_to	65	25	30
opp_dir_to	66	30	35
opp_dir_to	67	35	40
opp_dir_to	68	40	45
opp_dir_to	69	45	50
opp_dir_to	70	50	55
opp_dir_to	71	55	60
opp_dir_to	72	60	65
opp_dir_to	73	65	70
opp_dir_to	74	70	75
opp_dir_to	75	75	80
opp_dir_to	76	80	85
opp_dir_to	77	85	90
opp_dir_to	78	90	100
opp_dir_to	79	100	110
opp_dir_to	80	110	120
opp_dir_to	81	120	130
opp_dir_to	82	130	140
opp_dir_to	83	140	150
opp_dir_to	84	150	160
opp_dir_to	85	160	170
opp_dir_to	86	170	171
opp_dir_to	87	171	172
opp_dir_to	88	172	173
opp_dir_to	89	173	174
opp_dir_to	90	174	175
opp_dir_to	91	175	176
opp_dir_to	92	176	177
opp_dir_to	93	177	178
opp_dir_to	94	178	179
opp_dir_to	95	179	INF
opp_distance	0	0	0.01
opp_distance	1	0.01	0.02
opp_distance	2	0.02	0.03
opp_distance	3	0.03	0.04
opp_distance	4	0.04	0.05
opp_distance	5	0.05	0.06
opp_distance	6	0.06	0.07
opp_distance	7	0.07	0.08
opp_distance	8	0.08	0.09
opp_distance	9	0.09	0.10
opp_distance	10	0.10	0.15
opp_distance	11	0.15	0.20
opp_distance	12	0.20	0.25
opp_distance	13	0.25	0.30
opp_distance	14	0.30	0.35
opp_distance	15	0.35	0.40
opp_distance	16	0.40	0.45
opp_distance	17	0.45	0.50
opp_distance	18	0.50	INF
opp_vnorm	0	0	0.001
opp_vnorm	1	0.001	0.0015
opp_vnorm	2	0.0015	0.002
opp_vnorm	3	0.002	0.0025
opp_vnorm	4	0.0025	0.003
opp_vnorm	5	0.003	0.0035
opp_vnorm	6	0.0035	0.004
opp_vnorm	7	0.004	0.0045
opp_vnorm	8	0.0045	0.005
opp_vnorm	9	0.005	INF
opp_hp	0	-INF	5
opp_hp	1	5	10
opp_hp	2	10	20
opp_hp	3	20	40
opp_hp	4	40	80
opp_hp	5	80	INF
my_hp	0	-INF	5
my_hp	1	5	10
my_hp	2	10	20
my_hp	3	20	40
my_hp	4	40	80
my_hp	5	80	INF
